"book_name","department","study_level","read_count"
"Learning OpenCV","PSYCHOLOGY","GRAD",3
"Learning OpenCV","PSYCHOLOGY","UNDERGRAD",2
"Learning OpenCV","STATISTICS","GRAD",2
"Learning OpenCV","STATISTICS","UNDERGRAD",7
"Let Us C","COMPUTER_SCIENCE","GRAD",2
"Let Us C","COMPUTER_SCIENCE","UNDERGRAD",4
"Let Us C","DANCE","GRAD",2
"Let Us C","DANCE","UNDERGRAD",6
"Let Us C","ECONOMICS","GRAD",2
"Let Us C","ENGLISH","GRAD",4
"Let Us C","ENGLISH","UNDERGRAD",4
"Let Us C","MATHEMATICS","GRAD",7
"Let Us C","MATHEMATICS","UNDERGRAD",6
"Let Us C","POLITICAL_SCIENCE","GRAD",2
"Let Us C","POLITICAL_SCIENCE","UNDERGRAD",4
"Let Us C","PSYCHOLOGY","GRAD",4
"Let Us C","PSYCHOLOGY","UNDERGRAD",4
"Let Us C","STATISTICS","GRAD",5
"Let Us C","STATISTICS","UNDERGRAD",2
"Life in Letters, A","COMPUTER_SCIENCE","GRAD",1
"Life in Letters, A","COMPUTER_SCIENCE","UNDERGRAD",3
"Life in Letters, A","DANCE","GRAD",3
"Life in Letters, A","DANCE","UNDERGRAD",2
"Life in Letters, A","ECONOMICS","GRAD",4
"Life in Letters, A","ECONOMICS","UNDERGRAD",3
"Life in Letters, A","ENGLISH","GRAD",2
"Life in Letters, A","ENGLISH","UNDERGRAD",5
"Life in Letters, A","MATHEMATICS","GRAD",2
"Life in Letters, A","MATHEMATICS","UNDERGRAD",4
"Life in Letters, A","POLITICAL_SCIENCE","UNDERGRAD",5
"Life in Letters, A","PSYCHOLOGY","UNDERGRAD",2
"Life in Letters, A","STATISTICS","GRAD",2
"Life in Letters, A","STATISTICS","UNDERGRAD",5
"Machine Learning for Hackers","COMPUTER_SCIENCE","GRAD",1
"Machine Learning for Hackers","COMPUTER_SCIENCE","UNDERGRAD",3
"Machine Learning for Hackers","DANCE","GRAD",1
"Machine Learning for Hackers","DANCE","UNDERGRAD",8
"Machine Learning for Hackers","ECONOMICS","GRAD",5
"Machine Learning for Hackers","ENGLISH","GRAD",3
"Machine Learning for Hackers","ENGLISH","UNDERGRAD",8
"Machine Learning for Hackers","MATHEMATICS","GRAD",2
"Machine Learning for Hackers","MATHEMATICS","UNDERGRAD",3
"Machine Learning for Hackers","POLITICAL_SCIENCE","GRAD",2
"Machine Learning for Hackers","POLITICAL_SCIENCE","UNDERGRAD",2
"Machine Learning for Hackers","PSYCHOLOGY","GRAD",3
"Machine Learning for Hackers","PSYCHOLOGY","UNDERGRAD",7
"Machine Learning for Hackers","STATISTICS","GRAD",5
"Machine Learning for Hackers","STATISTICS","UNDERGRAD",4
"Making Software","COMPUTER_SCIENCE","GRAD",4
"Making Software","COMPUTER_SCIENCE","UNDERGRAD",5
"Making Software","DANCE","GRAD",2
"Making Software","DANCE","UNDERGRAD",7
"Making Software","ECONOMICS","GRAD",3
"Making Software","ECONOMICS","UNDERGRAD",6
"Making Software","ENGLISH","GRAD",4
"Making Software","ENGLISH","UNDERGRAD",4
"Making Software","MATHEMATICS","GRAD",5
"Making Software","MATHEMATICS","UNDERGRAD",7
"Making Software","POLITICAL_SCIENCE","UNDERGRAD",4
"Making Software","PSYCHOLOGY","GRAD",1
"Making Software","PSYCHOLOGY","UNDERGRAD",2
"Making Software","STATISTICS","GRAD",1
"Making Software","STATISTICS","UNDERGRAD",5
"Manasa","COMPUTER_SCIENCE","GRAD",2
"Manasa","COMPUTER_SCIENCE","UNDERGRAD",1
"Manasa","DANCE","GRAD",5
"Manasa","DANCE","UNDERGRAD",10
"Manasa","ECONOMICS","GRAD",5
"Manasa","ECONOMICS","UNDERGRAD",3
"Manasa","ENGLISH","GRAD",5
"Manasa","ENGLISH","UNDERGRAD",2
"Manasa","MATHEMATICS","GRAD",2
"Manasa","MATHEMATICS","UNDERGRAD",3
"Manasa","POLITICAL_SCIENCE","GRAD",1
"Manasa","POLITICAL_SCIENCE","UNDERGRAD",1
"Manasa","PSYCHOLOGY","GRAD",4
"Manasa","PSYCHOLOGY","UNDERGRAD",4
"Manasa","STATISTICS","UNDERGRAD",1
"Maqta-e-Ghalib","COMPUTER_SCIENCE","GRAD",4
"Maqta-e-Ghalib","COMPUTER_SCIENCE","UNDERGRAD",3
"Maqta-e-Ghalib","DANCE","GRAD",2
"Maqta-e-Ghalib","DANCE","UNDERGRAD",3
"Maqta-e-Ghalib","ECONOMICS","UNDERGRAD",5
"Maqta-e-Ghalib","ENGLISH","GRAD",1
"Maqta-e-Ghalib","ENGLISH","UNDERGRAD",7
"Maqta-e-Ghalib","MATHEMATICS","GRAD",5
"Maqta-e-Ghalib","MATHEMATICS","UNDERGRAD",3
"Maqta-e-Ghalib","POLITICAL_SCIENCE","GRAD",1
"Maqta-e-Ghalib","POLITICAL_SCIENCE","UNDERGRAD",1
"Maqta-e-Ghalib","PSYCHOLOGY","GRAD",5
"Maqta-e-Ghalib","PSYCHOLOGY","UNDERGRAD",8
"Maqta-e-Ghalib","STATISTICS","GRAD",4
"Maqta-e-Ghalib","STATISTICS","UNDERGRAD",6
"Maugham's Collected Short Stories, Vol 3","COMPUTER_SCIENCE","GRAD",5
"Maugham's Collected Short Stories, Vol 3","COMPUTER_SCIENCE","UNDERGRAD",3
"Maugham's Collected Short Stories, Vol 3","DANCE","GRAD",4
"Maugham's Collected Short Stories, Vol 3","DANCE","UNDERGRAD",6
"Maugham's Collected Short Stories, Vol 3","ECONOMICS","GRAD",1
"Maugham's Collected Short Stories, Vol 3","ECONOMICS","UNDERGRAD",4
"Maugham's Collected Short Stories, Vol 3","ENGLISH","GRAD",3
"Maugham's Collected Short Stories, Vol 3","ENGLISH","UNDERGRAD",2
"Maugham's Collected Short Stories, Vol 3","MATHEMATICS","GRAD",2
"Maugham's Collected Short Stories, Vol 3","MATHEMATICS","UNDERGRAD",4
"Maugham's Collected Short Stories, Vol 3","POLITICAL_SCIENCE","GRAD",5
"Maugham's Collected Short Stories, Vol 3","POLITICAL_SCIENCE","UNDERGRAD",4
"Maugham's Collected Short Stories, Vol 3","PSYCHOLOGY","GRAD",3
"Maugham's Collected Short Stories, Vol 3","PSYCHOLOGY","UNDERGRAD",2
"Maugham's Collected Short Stories, Vol 3","STATISTICS","GRAD",3
"Maugham's Collected Short Stories, Vol 3","STATISTICS","UNDERGRAD",8
"Mein Kampf","COMPUTER_SCIENCE","GRAD",6
"Mein Kampf","COMPUTER_SCIENCE","UNDERGRAD",5
"Mein Kampf","DANCE","GRAD",6
"Mein Kampf","DANCE","UNDERGRAD",9
"Mein Kampf","ECONOMICS","GRAD",4
"Mein Kampf","ECONOMICS","UNDERGRAD",2
"Mein Kampf","ENGLISH","GRAD",4
"Mein Kampf","ENGLISH","UNDERGRAD",3
"Mein Kampf","MATHEMATICS","GRAD",2
"Mein Kampf","MATHEMATICS","UNDERGRAD",3
"Mein Kampf","POLITICAL_SCIENCE","GRAD",3
"Mein Kampf","POLITICAL_SCIENCE","UNDERGRAD",5
"Mein Kampf","PSYCHOLOGY","GRAD",6
"Mein Kampf","PSYCHOLOGY","UNDERGRAD",4
"Mein Kampf","STATISTICS","GRAD",6
"Mein Kampf","STATISTICS","UNDERGRAD",3
"Men of Mathematics","COMPUTER_SCIENCE","GRAD",4
"Men of Mathematics","DANCE","GRAD",2
"Men of Mathematics","DANCE","UNDERGRAD",4
"Men of Mathematics","ECONOMICS","GRAD",2
"Men of Mathematics","ECONOMICS","UNDERGRAD",1
"Men of Mathematics","ENGLISH","GRAD",2
"Men of Mathematics","ENGLISH","UNDERGRAD",4
"Men of Mathematics","MATHEMATICS","GRAD",3
"Men of Mathematics","MATHEMATICS","UNDERGRAD",2
"Men of Mathematics","POLITICAL_SCIENCE","GRAD",3
"Men of Mathematics","POLITICAL_SCIENCE","UNDERGRAD",2
"Men of Mathematics","PSYCHOLOGY","UNDERGRAD",3
"Men of Mathematics","STATISTICS","GRAD",4
"Men of Mathematics","STATISTICS","UNDERGRAD",4
"Moon and Sixpence, The","COMPUTER_SCIENCE","GRAD",4
"Moon and Sixpence, The","COMPUTER_SCIENCE","UNDERGRAD",2
"Moon and Sixpence, The","DANCE","GRAD",6
"Moon and Sixpence, The","ECONOMICS","GRAD",3
"Moon and Sixpence, The","ECONOMICS","UNDERGRAD",1
"Moon and Sixpence, The","ENGLISH","GRAD",2
"Moon and Sixpence, The","ENGLISH","UNDERGRAD",4
"Moon and Sixpence, The","MATHEMATICS","GRAD",4
"Moon and Sixpence, The","MATHEMATICS","UNDERGRAD",2
"Moon and Sixpence, The","POLITICAL_SCIENCE","GRAD",3
"Moon and Sixpence, The","POLITICAL_SCIENCE","UNDERGRAD",6
"Moon and Sixpence, The","PSYCHOLOGY","GRAD",2
"Moon and Sixpence, The","STATISTICS","GRAD",1
"Moon and Sixpence, The","STATISTICS","UNDERGRAD",6
"Moon is Down, The","COMPUTER_SCIENCE","GRAD",5
"Moon is Down, The","COMPUTER_SCIENCE","UNDERGRAD",5
"Moon is Down, The","DANCE","GRAD",5
"Moon is Down, The","DANCE","UNDERGRAD",4
"Moon is Down, The","ECONOMICS","GRAD",1
"Moon is Down, The","ENGLISH","GRAD",1
"Moon is Down, The","MATHEMATICS","GRAD",3
"Moon is Down, The","MATHEMATICS","UNDERGRAD",5
"Moon is Down, The","POLITICAL_SCIENCE","GRAD",1
"Moon is Down, The","POLITICAL_SCIENCE","UNDERGRAD",4
"Moon is Down, The","PSYCHOLOGY","GRAD",2
"Moon is Down, The","PSYCHOLOGY","UNDERGRAD",2
"Moon is Down, The","STATISTICS","GRAD",3
"Moon is Down, The","STATISTICS","UNDERGRAD",2
"More Tears to Cry","COMPUTER_SCIENCE","GRAD",1
"More Tears to Cry","COMPUTER_SCIENCE","UNDERGRAD",3
"More Tears to Cry","DANCE","GRAD",2
"More Tears to Cry","DANCE","UNDERGRAD",6
"More Tears to Cry","ECONOMICS","GRAD",4
"More Tears to Cry","ECONOMICS","UNDERGRAD",5
"More Tears to Cry","ENGLISH","GRAD",1
"More Tears to Cry","ENGLISH","UNDERGRAD",3
"More Tears to Cry","MATHEMATICS","GRAD",3
"More Tears to Cry","MATHEMATICS","UNDERGRAD",4
"More Tears to Cry","POLITICAL_SCIENCE","GRAD",4
"More Tears to Cry","POLITICAL_SCIENCE","UNDERGRAD",2
"More Tears to Cry","PSYCHOLOGY","GRAD",2
"More Tears to Cry","PSYCHOLOGY","UNDERGRAD",6
"More Tears to Cry","STATISTICS","GRAD",1
"More Tears to Cry","STATISTICS","UNDERGRAD",6
"Mossad","COMPUTER_SCIENCE","GRAD",7
"Mossad","COMPUTER_SCIENCE","UNDERGRAD",4
"Mossad","DANCE","GRAD",1
"Mossad","DANCE","UNDERGRAD",4
"Mossad","ECONOMICS","GRAD",4
"Mossad","ECONOMICS","UNDERGRAD",2
"Mossad","ENGLISH","GRAD",1
"Mossad","ENGLISH","UNDERGRAD",3
"Mossad","MATHEMATICS","GRAD",3
"Mossad","MATHEMATICS","UNDERGRAD",3
"Mossad","POLITICAL_SCIENCE","GRAD",4
"Mossad","POLITICAL_SCIENCE","UNDERGRAD",2
"Mossad","PSYCHOLOGY","GRAD",8
"Mossad","PSYCHOLOGY","UNDERGRAD",8
"Mossad","STATISTICS","GRAD",2
"Mossad","STATISTICS","UNDERGRAD",2
"Murphy's Law","COMPUTER_SCIENCE","GRAD",6
"Murphy's Law","COMPUTER_SCIENCE","UNDERGRAD",3
"Murphy's Law","DANCE","GRAD",2
"Murphy's Law","DANCE","UNDERGRAD",4
"Murphy's Law","ECONOMICS","GRAD",3
"Murphy's Law","ECONOMICS","UNDERGRAD",2
"Murphy's Law","ENGLISH","GRAD",3
"Murphy's Law","ENGLISH","UNDERGRAD",3
"Murphy's Law","MATHEMATICS","GRAD",1
"Murphy's Law","MATHEMATICS","UNDERGRAD",3
"Murphy's Law","POLITICAL_SCIENCE","GRAD",3
"Murphy's Law","POLITICAL_SCIENCE","UNDERGRAD",3
"Murphy's Law","PSYCHOLOGY","GRAD",4
"Murphy's Law","PSYCHOLOGY","UNDERGRAD",1
"Murphy's Law","STATISTICS","GRAD",4
"Murphy's Law","STATISTICS","UNDERGRAD",2
"Nature of Statistical Learning Theory, The","COMPUTER_SCIENCE","GRAD",3
"Nature of Statistical Learning Theory, The","COMPUTER_SCIENCE","UNDERGRAD",6
"Nature of Statistical Learning Theory, The","DANCE","GRAD",5
"Nature of Statistical Learning Theory, The","DANCE","UNDERGRAD",3
"Nature of Statistical Learning Theory, The","ECONOMICS","GRAD",4
"Nature of Statistical Learning Theory, The","ECONOMICS","UNDERGRAD",3
"Nature of Statistical Learning Theory, The","ENGLISH","GRAD",4
"Nature of Statistical Learning Theory, The","ENGLISH","UNDERGRAD",7
"Nature of Statistical Learning Theory, The","MATHEMATICS","GRAD",3
"Nature of Statistical Learning Theory, The","MATHEMATICS","UNDERGRAD",5
"Nature of Statistical Learning Theory, The","POLITICAL_SCIENCE","GRAD",4
"Nature of Statistical Learning Theory, The","POLITICAL_SCIENCE","UNDERGRAD",2
"Nature of Statistical Learning Theory, The","PSYCHOLOGY","GRAD",4
"Nature of Statistical Learning Theory, The","PSYCHOLOGY","UNDERGRAD",3
"Nature of Statistical Learning Theory, The","STATISTICS","GRAD",3
"Nature of Statistical Learning Theory, The","STATISTICS","UNDERGRAD",5
"Neural Networks","COMPUTER_SCIENCE","GRAD",1
"Neural Networks","COMPUTER_SCIENCE","UNDERGRAD",5
"Neural Networks","DANCE","GRAD",3
"Neural Networks","DANCE","UNDERGRAD",4
"Neural Networks","ECONOMICS","GRAD",3
"Neural Networks","ECONOMICS","UNDERGRAD",1
"Neural Networks","ENGLISH","GRAD",4
"Neural Networks","ENGLISH","UNDERGRAD",1
"Neural Networks","MATHEMATICS","GRAD",2
"Neural Networks","MATHEMATICS","UNDERGRAD",5
"Neural Networks","POLITICAL_SCIENCE","GRAD",2
"Neural Networks","POLITICAL_SCIENCE","UNDERGRAD",6
"Neural Networks","PSYCHOLOGY","GRAD",4
"Neural Networks","PSYCHOLOGY","UNDERGRAD",4
"Neural Networks","STATISTICS","GRAD",2
"Neural Networks","STATISTICS","UNDERGRAD",3
"New Machiavelli, The","COMPUTER_SCIENCE","GRAD",4
"New Machiavelli, The","COMPUTER_SCIENCE","UNDERGRAD",4
"New Machiavelli, The","DANCE","UNDERGRAD",5
"New Machiavelli, The","ECONOMICS","GRAD",4
"New Machiavelli, The","ECONOMICS","UNDERGRAD",3
"New Machiavelli, The","ENGLISH","GRAD",3
"New Machiavelli, The","ENGLISH","UNDERGRAD",1
"New Machiavelli, The","MATHEMATICS","GRAD",2
"New Machiavelli, The","MATHEMATICS","UNDERGRAD",2
"New Machiavelli, The","POLITICAL_SCIENCE","GRAD",3
"New Machiavelli, The","POLITICAL_SCIENCE","UNDERGRAD",1
"New Machiavelli, The","PSYCHOLOGY","GRAD",1
"New Machiavelli, The","PSYCHOLOGY","UNDERGRAD",2
"New Machiavelli, The","STATISTICS","GRAD",5
"New Machiavelli, The","STATISTICS","UNDERGRAD",5
"New Markets & Other Essays","COMPUTER_SCIENCE","GRAD",4
"New Markets & Other Essays","COMPUTER_SCIENCE","UNDERGRAD",4
"New Markets & Other Essays","DANCE","GRAD",6
"New Markets & Other Essays","DANCE","UNDERGRAD",2
"New Markets & Other Essays","ECONOMICS","GRAD",2
"New Markets & Other Essays","ECONOMICS","UNDERGRAD",4
"New Markets & Other Essays","ENGLISH","GRAD",6
"New Markets & Other Essays","ENGLISH","UNDERGRAD",6
"New Markets & Other Essays","MATHEMATICS","GRAD",6
"New Markets & Other Essays","MATHEMATICS","UNDERGRAD",3
"New Markets & Other Essays","POLITICAL_SCIENCE","GRAD",2
"New Markets & Other Essays","POLITICAL_SCIENCE","UNDERGRAD",1
"New Markets & Other Essays","PSYCHOLOGY","GRAD",2
"New Markets & Other Essays","PSYCHOLOGY","UNDERGRAD",1
"New Markets & Other Essays","STATISTICS","GRAD",5
"New Markets & Other Essays","STATISTICS","UNDERGRAD",1
"Numbers Behind Numb3rs, The","COMPUTER_SCIENCE","GRAD",1
"Numbers Behind Numb3rs, The","COMPUTER_SCIENCE","UNDERGRAD",5
"Numbers Behind Numb3rs, The","DANCE","GRAD",4
"Numbers Behind Numb3rs, The","DANCE","UNDERGRAD",4
"Numbers Behind Numb3rs, The","ECONOMICS","GRAD",4
"Numbers Behind Numb3rs, The","ENGLISH","GRAD",5
"Numbers Behind Numb3rs, The","MATHEMATICS","GRAD",2
"Numbers Behind Numb3rs, The","MATHEMATICS","UNDERGRAD",2
"Numbers Behind Numb3rs, The","POLITICAL_SCIENCE","GRAD",3
"Numbers Behind Numb3rs, The","POLITICAL_SCIENCE","UNDERGRAD",3
"Numbers Behind Numb3rs, The","PSYCHOLOGY","GRAD",4
"Numbers Behind Numb3rs, The","PSYCHOLOGY","UNDERGRAD",4
"Numbers Behind Numb3rs, The","STATISTICS","GRAD",2
"Numbers Behind Numb3rs, The","STATISTICS","UNDERGRAD",1
"O Jerusalem!","COMPUTER_SCIENCE","GRAD",4
"O Jerusalem!","COMPUTER_SCIENCE","UNDERGRAD",4
"O Jerusalem!","DANCE","GRAD",5
"O Jerusalem!","DANCE","UNDERGRAD",1
"O Jerusalem!","ECONOMICS","GRAD",5
"O Jerusalem!","ECONOMICS","UNDERGRAD",4
"O Jerusalem!","ENGLISH","GRAD",4
"O Jerusalem!","ENGLISH","UNDERGRAD",2
"O Jerusalem!","MATHEMATICS","GRAD",1
"O Jerusalem!","MATHEMATICS","UNDERGRAD",2
"O Jerusalem!","POLITICAL_SCIENCE","GRAD",4
"O Jerusalem!","POLITICAL_SCIENCE","UNDERGRAD",3
"O Jerusalem!","PSYCHOLOGY","GRAD",2
"O Jerusalem!","PSYCHOLOGY","UNDERGRAD",3
"O Jerusalem!","STATISTICS","UNDERGRAD",1
"On Education","COMPUTER_SCIENCE","GRAD",5
"On Education","COMPUTER_SCIENCE","UNDERGRAD",4
"On Education","DANCE","GRAD",2
"On Education","DANCE","UNDERGRAD",4
"On Education","ECONOMICS","UNDERGRAD",1
"On Education","ENGLISH","GRAD",3
"On Education","ENGLISH","UNDERGRAD",2
"On Education","MATHEMATICS","GRAD",4
"On Education","MATHEMATICS","UNDERGRAD",3
"On Education","POLITICAL_SCIENCE","GRAD",4
"On Education","POLITICAL_SCIENCE","UNDERGRAD",1
"On Education","PSYCHOLOGY","GRAD",5
"On Education","PSYCHOLOGY","UNDERGRAD",4
"On Education","STATISTICS","GRAD",5
"On Education","STATISTICS","UNDERGRAD",1
"Once There Was a War","COMPUTER_SCIENCE","GRAD",3
"Once There Was a War","COMPUTER_SCIENCE","UNDERGRAD",4
"Once There Was a War","DANCE","GRAD",4
"Once There Was a War","DANCE","UNDERGRAD",5
"Once There Was a War","ECONOMICS","GRAD",5
"Once There Was a War","ECONOMICS","UNDERGRAD",5
"Once There Was a War","ENGLISH","GRAD",5
"Once There Was a War","ENGLISH","UNDERGRAD",4
"Once There Was a War","MATHEMATICS","GRAD",5
"Once There Was a War","MATHEMATICS","UNDERGRAD",3
"Once There Was a War","POLITICAL_SCIENCE","GRAD",2
"Once There Was a War","POLITICAL_SCIENCE","UNDERGRAD",3
"Once There Was a War","PSYCHOLOGY","GRAD",5
"Once There Was a War","PSYCHOLOGY","UNDERGRAD",4
"Once There Was a War","STATISTICS","GRAD",7
"Once There Was a War","STATISTICS","UNDERGRAD",3
"One","COMPUTER_SCIENCE","GRAD",3
"One","COMPUTER_SCIENCE","UNDERGRAD",2
"One","DANCE","GRAD",4
"One","DANCE","UNDERGRAD",4
"One","ECONOMICS","GRAD",3
"One","ECONOMICS","UNDERGRAD",4
"One","ENGLISH","GRAD",8
"One","ENGLISH","UNDERGRAD",3
"One","MATHEMATICS","GRAD",4
"One","MATHEMATICS","UNDERGRAD",4
"One","POLITICAL_SCIENCE","GRAD",3
"One","POLITICAL_SCIENCE","UNDERGRAD",2
"One","STATISTICS","GRAD",3
"One","STATISTICS","UNDERGRAD",3
"Orientalism","COMPUTER_SCIENCE","GRAD",4
"Orientalism","COMPUTER_SCIENCE","UNDERGRAD",4
"Orientalism","DANCE","GRAD",2
"Orientalism","DANCE","UNDERGRAD",4
"Orientalism","ECONOMICS","GRAD",1
"Orientalism","ENGLISH","GRAD",1
"Orientalism","ENGLISH","UNDERGRAD",3
"Orientalism","MATHEMATICS","GRAD",4
"Orientalism","MATHEMATICS","UNDERGRAD",7
"Orientalism","POLITICAL_SCIENCE","GRAD",4
"Orientalism","POLITICAL_SCIENCE","UNDERGRAD",3
"Orientalism","PSYCHOLOGY","UNDERGRAD",1
"Orientalism","STATISTICS","GRAD",1
"Orientalism","STATISTICS","UNDERGRAD",6
"Outsider, The","COMPUTER_SCIENCE","GRAD",2
"Outsider, The","COMPUTER_SCIENCE","UNDERGRAD",3
"Outsider, The","DANCE","GRAD",4
"Outsider, The","DANCE","UNDERGRAD",4
"Outsider, The","ECONOMICS","GRAD",1
"Outsider, The","ECONOMICS","UNDERGRAD",4
"Outsider, The","ENGLISH","GRAD",3
"Outsider, The","ENGLISH","UNDERGRAD",4
"Outsider, The","MATHEMATICS","GRAD",3
"Outsider, The","MATHEMATICS","UNDERGRAD",4
"Outsider, The","POLITICAL_SCIENCE","GRAD",2
"Outsider, The","POLITICAL_SCIENCE","UNDERGRAD",4
"Outsider, The","PSYCHOLOGY","GRAD",4
"Outsider, The","PSYCHOLOGY","UNDERGRAD",2
"Outsider, The","STATISTICS","GRAD",4
"Outsider, The","STATISTICS","UNDERGRAD",2
"Oxford book of Modern Science Writing","COMPUTER_SCIENCE","GRAD",6
"Oxford book of Modern Science Writing","COMPUTER_SCIENCE","UNDERGRAD",5
"Oxford book of Modern Science Writing","DANCE","GRAD",1
"Oxford book of Modern Science Writing","DANCE","UNDERGRAD",4
"Oxford book of Modern Science Writing","ECONOMICS","GRAD",5
"Oxford book of Modern Science Writing","ECONOMICS","UNDERGRAD",1
"Oxford book of Modern Science Writing","ENGLISH","GRAD",4
"Oxford book of Modern Science Writing","ENGLISH","UNDERGRAD",3
"Oxford book of Modern Science Writing","MATHEMATICS","GRAD",4
"Oxford book of Modern Science Writing","MATHEMATICS","UNDERGRAD",6
"Oxford book of Modern Science Writing","POLITICAL_SCIENCE","GRAD",2
"Oxford book of Modern Science Writing","POLITICAL_SCIENCE","UNDERGRAD",1
"Oxford book of Modern Science Writing","PSYCHOLOGY","GRAD",9
"Oxford book of Modern Science Writing","PSYCHOLOGY","UNDERGRAD",3
"Oxford book of Modern Science Writing","STATISTICS","GRAD",3
"Oxford book of Modern Science Writing","STATISTICS","UNDERGRAD",3
"Pattern Classification","COMPUTER_SCIENCE","GRAD",3
"Pattern Classification","COMPUTER_SCIENCE","UNDERGRAD",2
"Pattern Classification","DANCE","GRAD",4
"Pattern Classification","DANCE","UNDERGRAD",5
"Pattern Classification","ECONOMICS","GRAD",1
"Pattern Classification","ECONOMICS","UNDERGRAD",2
"Pattern Classification","ENGLISH","GRAD",3
"Pattern Classification","ENGLISH","UNDERGRAD",3
"Pattern Classification","MATHEMATICS","GRAD",1
"Pattern Classification","MATHEMATICS","UNDERGRAD",4
"Pattern Classification","POLITICAL_SCIENCE","GRAD",4
"Pattern Classification","POLITICAL_SCIENCE","UNDERGRAD",8
"Pattern Classification","PSYCHOLOGY","GRAD",5
"Pattern Classification","PSYCHOLOGY","UNDERGRAD",4
"Pattern Classification","STATISTICS","GRAD",6
"Pattern Classification","STATISTICS","UNDERGRAD",2
"Phantom of Manhattan, The","COMPUTER_SCIENCE","GRAD",3
"Phantom of Manhattan, The","COMPUTER_SCIENCE","UNDERGRAD",3
"Phantom of Manhattan, The","DANCE","GRAD",7
"Phantom of Manhattan, The","DANCE","UNDERGRAD",3
"Phantom of Manhattan, The","ECONOMICS","GRAD",4
"Phantom of Manhattan, The","ECONOMICS","UNDERGRAD",1
"Phantom of Manhattan, The","ENGLISH","GRAD",2
"Phantom of Manhattan, The","ENGLISH","UNDERGRAD",6
"Phantom of Manhattan, The","MATHEMATICS","GRAD",1
"Phantom of Manhattan, The","MATHEMATICS","UNDERGRAD",7
"Phantom of Manhattan, The","POLITICAL_SCIENCE","GRAD",9
"Phantom of Manhattan, The","POLITICAL_SCIENCE","UNDERGRAD",1
"Phantom of Manhattan, The","PSYCHOLOGY","GRAD",4
"Phantom of Manhattan, The","PSYCHOLOGY","UNDERGRAD",3
"Phantom of Manhattan, The","STATISTICS","GRAD",3
"Phantom of Manhattan, The","STATISTICS","UNDERGRAD",3
"Philosophy: Who Needs It","COMPUTER_SCIENCE","GRAD",8
"Philosophy: Who Needs It","COMPUTER_SCIENCE","UNDERGRAD",1
"Philosophy: Who Needs It","DANCE","GRAD",6
"Philosophy: Who Needs It","DANCE","UNDERGRAD",4
"Philosophy: Who Needs It","ECONOMICS","GRAD",5
"Philosophy: Who Needs It","ECONOMICS","UNDERGRAD",2
"Philosophy: Who Needs It","ENGLISH","GRAD",8
"Philosophy: Who Needs It","ENGLISH","UNDERGRAD",1
"Philosophy: Who Needs It","MATHEMATICS","GRAD",3
"Philosophy: Who Needs It","MATHEMATICS","UNDERGRAD",2
"Philosophy: Who Needs It","POLITICAL_SCIENCE","GRAD",5
"Philosophy: Who Needs It","POLITICAL_SCIENCE","UNDERGRAD",4
"Philosophy: Who Needs It","PSYCHOLOGY","GRAD",3
"Philosophy: Who Needs It","PSYCHOLOGY","UNDERGRAD",1
"Philosophy: Who Needs It","STATISTICS","GRAD",1
"Philosophy: Who Needs It","STATISTICS","UNDERGRAD",2
"Physics & Philosophy","COMPUTER_SCIENCE","GRAD",4
"Physics & Philosophy","COMPUTER_SCIENCE","UNDERGRAD",2
"Physics & Philosophy","DANCE","GRAD",4
"Physics & Philosophy","DANCE","UNDERGRAD",6
"Physics & Philosophy","ECONOMICS","UNDERGRAD",2
"Physics & Philosophy","ENGLISH","GRAD",2
"Physics & Philosophy","ENGLISH","UNDERGRAD",4
"Physics & Philosophy","MATHEMATICS","GRAD",4
"Physics & Philosophy","MATHEMATICS","UNDERGRAD",2
"Physics & Philosophy","POLITICAL_SCIENCE","GRAD",1
"Physics & Philosophy","POLITICAL_SCIENCE","UNDERGRAD",1
"Physics & Philosophy","PSYCHOLOGY","GRAD",5
"Physics & Philosophy","PSYCHOLOGY","UNDERGRAD",4
"Physics & Philosophy","STATISTICS","GRAD",5
"Physics & Philosophy","STATISTICS","UNDERGRAD",2
"Pillars of the Earth, The","COMPUTER_SCIENCE","GRAD",5
"Pillars of the Earth, The","COMPUTER_SCIENCE","UNDERGRAD",1
"Pillars of the Earth, The","DANCE","GRAD",1
"Pillars of the Earth, The","DANCE","UNDERGRAD",4
"Pillars of the Earth, The","ECONOMICS","GRAD",2
"Pillars of the Earth, The","ECONOMICS","UNDERGRAD",1
"Pillars of the Earth, The","ENGLISH","GRAD",6
"Pillars of the Earth, The","ENGLISH","UNDERGRAD",2
"Pillars of the Earth, The","MATHEMATICS","GRAD",1
"Pillars of the Earth, The","MATHEMATICS","UNDERGRAD",5
"Pillars of the Earth, The","POLITICAL_SCIENCE","GRAD",4
"Pillars of the Earth, The","POLITICAL_SCIENCE","UNDERGRAD",3
"Pillars of the Earth, The","PSYCHOLOGY","GRAD",3
"Pillars of the Earth, The","PSYCHOLOGY","UNDERGRAD",1
"Pillars of the Earth, The","STATISTICS","GRAD",4
"Pillars of the Earth, The","STATISTICS","UNDERGRAD",3
"Pointers in C","COMPUTER_SCIENCE","GRAD",2
"Pointers in C","COMPUTER_SCIENCE","UNDERGRAD",2
"Pointers in C","DANCE","GRAD",5
"Pointers in C","DANCE","UNDERGRAD",8
"Pointers in C","ECONOMICS","GRAD",4
